run_id	status	group_mean_macro_f1	group_worst_macro_f1	acc	macro_f1	ece	n_train	steps	total_s	config
full_1ep	ok	0.5134436204484123	0.33614599686028257	0.753	0.638773350345489	0.07111574545417693	5000	156	9668.4	{"batch_size": 32, "class_weights": false, "clip": 1.0, "data_filter": "full", "dfr_weights": "cell", "drop_tiers": "", "eval_batch_size": 64, "eval_n": 3000, "freeze_layers": 6, "lr": 2e-05, "mask_entities": false, "max_length": 192, "seed": 42, "steps": 156, "train_n": 5000, "warmup_frac": 0.1, "weight_clip": 25.0, "weight_decay": 0.01}
informative_1ep	ok	0.5562611525640625	0.38576887030495277	0.414	0.41397395439797324	0.13807847547848923	2027	63	587.3	{"batch_size": 32, "class_weights": false, "clip": 1.0, "data_filter": "informative", "dfr_weights": "cell", "drop_tiers": "", "eval_batch_size": 64, "eval_n": 3000, "freeze_layers": 6, "lr": 2e-05, "mask_entities": false, "max_length": 192, "seed": 42, "steps": 63, "train_n": 5000, "warmup_frac": 0.1, "weight_clip": 25.0, "weight_decay": 0.01}
informative_mask_1ep	ok	0.604308148278138	0.5010806604996974	0.6173333333333333	0.5841029762962848	0.08753526349545342	2027	63	622.3	{"batch_size": 32, "class_weights": false, "clip": 1.0, "data_filter": "informative", "dfr_weights": "cell", "drop_tiers": "", "eval_batch_size": 64, "eval_n": 3000, "freeze_layers": 6, "lr": 2e-05, "mask_entities": true, "max_length": 192, "seed": 42, "steps": 63, "train_n": 5000, "warmup_frac": 0.1, "weight_clip": 25.0, "weight_decay": 0.01}
informative_ml256_1ep	ok	0.48572165402810913	0.3118881118881119	0.3496666666666667	0.33722708176430083	0.19663169198334868	2027	63	718.9	{"batch_size": 32, "class_weights": false, "clip": 1.0, "data_filter": "informative", "dfr_weights": "cell", "drop_tiers": "", "eval_batch_size": 64, "eval_n": 3000, "freeze_layers": 6, "lr": 2e-05, "mask_entities": false, "max_length": 256, "seed": 42, "steps": 63, "train_n": 5000, "warmup_frac": 0.1, "weight_clip": 25.0, "weight_decay": 0.01}
